respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW1026,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,41,1,5,6,1,1,1,1,0,3,1,1,1,2,5,2,1.2,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW1027,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,50,1,1,4,1,5,1,1,0,1,3,3,1,1,5,1,1.2,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1028,462,Neno,2,-15.493565,34.644915,2017-01-02,19,0,2,3,1,2,2,2,2,2,3,1,1,2,5,2,2.0,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1029,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,21,1,1,4,1,1,2,1,0,0,1,2,1,1,5,1,1.2,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1030,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,27,1,1,4,1,2,2,2,2,0,3,3,1,1,4,1,0.8,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1031,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,25,0,1,4,1,2,1,1,2,0,3,1,1,1,5,2,1.4,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW1032,462,Mulanje,2,-16.063485,35.609545,2017-01-02,37,1,1,5,1,1,2,2,1,4,2,2,1,1,4,1,2.2,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1033,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,19,0,5,6,1,2,4,1,2,3,3,1,2,2,5,2,1.6,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1034,462,Mulanje,2,-16.063485,35.609545,2017-01-02,19,1,1,5,2,5,4,4,0,0,3,2,5,3,7,2,0.2,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1035,462,Mulanje,2,-16.063485,35.609545,2017-01-02,88,1,1,5,1,1,2,2,0,3,1,1,1,2,5,1,1.2,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1036,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,32,1,1,4,1,3,3,1,2,1,2,2,1,3,3,2,2.4,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1037,462,Neno,2,-15.493565,34.644915,2017-01-02,26,0,2,3,1,1,2,9,0,0,3,4,1,1,5,2,1.0,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1038,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,35,0,5,6,1,1,2,1,0,0,3,3,4,1,5,2,1.2,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1039,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,18,0,5,6,1,1,1,2,2,1,3,2,1,1,5,2,2.0,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1040,462,Neno,2,-15.493565,34.644915,2017-01-02,42,0,2,3,1,1,1,2,3,0,3,4,9,1,5,2,1.2,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1041,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,35,0,1,4,1,1,4,1,2,0,2,0,1,1,5,1,1.8,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1042,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,34,1,5,5,1,1,1,1,3,3,1,4,1,3,5,2,2.0,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1043,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,19,0,1,4,1,2,9,4,2,0,2,3,1,1,7,2,1.8,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1044,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,43,0,1,4,1,9,9,9,3,0,3,3,3,4,7,2,2.4,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1045,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,33,1,5,5,1,5,1,1,3,0,3,3,1,1,5,2,2.0,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1046,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,27,1,5,5,1,1,2,1,3,0,3,2,1,1,5,2,1.4,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1047,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,28,1,5,5,2,1,2,1,3,0,3,2,3,2,5,1,1.4,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1048,462,Neno,2,-15.493565,34.644915,2017-01-02,21,0,2,3,1,2,4,2,2,0,2,1,1,3,5,1,0.8,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1049,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,32,0,1,4,1,1,1,1,3,0,3,1,1,1,7,2,2.4,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1050,462,Neno,2,-15.493565,34.644915,2017-01-02,22,0,2,3,1,1,1,1,3,3,3,4,1,1,5,1,3.0,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1051,461,Ntcheu,2,-14.7157166666667,34.6615833333333,2017-01-02,20,0,2,4,1,9,4,4,0,0,3,3,1,2,5,1,0.4,MLW,7,"[[34.656934225783004, -14.711220058637105], [34.66623244088359, -14.711220058637105], [34.66623244088359, -14.720213274696293], [34.656934225783004, -14.720213274696293]]","POLYGON ((34.656934225783004 -14.711220058637105, 34.66623244088359 -14.711220058637105, 34.66623244088359 -14.720213274696293, 34.656934225783004 -14.720213274696293, 34.656934225783004 -14.711220058637105))",249
MLW1052,461,Ntcheu,2,-14.7157166666667,34.6615833333333,2017-01-02,40,0,2,4,1,1,2,1,3,0,3,3,1,1,5,2,1.8,MLW,7,"[[34.656934225783004, -14.711220058637105], [34.66623244088359, -14.711220058637105], [34.66623244088359, -14.720213274696293], [34.656934225783004, -14.720213274696293]]","POLYGON ((34.656934225783004 -14.711220058637105, 34.66623244088359 -14.711220058637105, 34.66623244088359 -14.720213274696293, 34.656934225783004 -14.720213274696293, 34.656934225783004 -14.711220058637105))",249
MLW1053,460,Mzuzu City,1,-11.4383016666667,33.9973983333333,2017-01-02,36,1,5,4,1,5,2,1,3,0,1,1,1,1,2,2,2.0,MLW,7,"[[33.99281060767517, -11.433805058637105], [34.001986058991434, -11.433805058637105], [34.001986058991434, -11.442798274696294], [33.99281060767517, -11.442798274696294]]","POLYGON ((33.99281060767517 -11.433805058637105, 34.001986058991434 -11.433805058637105, 34.001986058991434 -11.442798274696294, 33.99281060767517 -11.442798274696294, 33.99281060767517 -11.433805058637105))",2957
MLW1054,460,Mzuzu City,1,-11.4383016666667,33.9973983333333,2017-01-02,38,1,5,4,1,1,2,1,4,3,2,2,1,2,3,1,3.0,MLW,7,"[[33.99281060767517, -11.433805058637105], [34.001986058991434, -11.433805058637105], [34.001986058991434, -11.442798274696294], [33.99281060767517, -11.442798274696294]]","POLYGON ((33.99281060767517 -11.433805058637105, 34.001986058991434 -11.433805058637105, 34.001986058991434 -11.442798274696294, 33.99281060767517 -11.442798274696294, 33.99281060767517 -11.433805058637105))",2957
MLW1055,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,39,1,5,5,1,1,1,1,3,3,3,4,1,1,7,1,3.2,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1056,461,Ntcheu,2,-14.7157166666667,34.6615833333333,2017-01-02,22,0,2,4,1,2,2,2,2,0,3,2,1,3,5,1,1.0,MLW,7,"[[34.656934225783004, -14.711220058637105], [34.66623244088359, -14.711220058637105], [34.66623244088359, -14.720213274696293], [34.656934225783004, -14.720213274696293]]","POLYGON ((34.656934225783004 -14.711220058637105, 34.66623244088359 -14.711220058637105, 34.66623244088359 -14.720213274696293, 34.656934225783004 -14.720213274696293, 34.656934225783004 -14.711220058637105))",249
MLW1057,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,71,1,5,5,1,1,4,9,3,1,3,3,1,1,4,1,1.6,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1058,460,Mzuzu City,1,-11.4383016666667,33.9973983333333,2017-01-02,21,1,5,4,1,1,3,4,0,0,3,3,3,2,4,1,1.0,MLW,7,"[[33.99281060767517, -11.433805058637105], [34.001986058991434, -11.433805058637105], [34.001986058991434, -11.442798274696294], [33.99281060767517, -11.442798274696294]]","POLYGON ((33.99281060767517 -11.433805058637105, 34.001986058991434 -11.433805058637105, 34.001986058991434 -11.442798274696294, 33.99281060767517 -11.442798274696294, 33.99281060767517 -11.433805058637105))",2957
MLW1059,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,34,1,5,5,1,1,1,2,2,3,1,2,1,3,7,1,2.2,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1060,460,Mzuzu City,1,-11.4383016666667,33.9973983333333,2017-01-02,33,1,5,4,1,3,2,4,0,0,3,3,1,3,4,2,0.2,MLW,7,"[[33.99281060767517, -11.433805058637105], [34.001986058991434, -11.433805058637105], [34.001986058991434, -11.442798274696294], [33.99281060767517, -11.442798274696294]]","POLYGON ((33.99281060767517 -11.433805058637105, 34.001986058991434 -11.433805058637105, 34.001986058991434 -11.442798274696294, 33.99281060767517 -11.442798274696294, 33.99281060767517 -11.433805058637105))",2957
MLW1061,460,Mzuzu City,1,-11.4383016666667,33.9973983333333,2017-01-02,78,1,5,4,1,1,2,1,4,2,2,1,1,1,7,1,3.0,MLW,7,"[[33.99281060767517, -11.433805058637105], [34.001986058991434, -11.433805058637105], [34.001986058991434, -11.442798274696294], [33.99281060767517, -11.442798274696294]]","POLYGON ((33.99281060767517 -11.433805058637105, 34.001986058991434 -11.433805058637105, 34.001986058991434 -11.442798274696294, 33.99281060767517 -11.442798274696294, 33.99281060767517 -11.433805058637105))",2957
MLW1062,462,Chikwawa,2,-16.40408,34.8603416666667,2017-01-02,25,1,5,5,1,2,4,4,2,2,3,3,3,3,5,2,1.2,MLW,7,"[[34.85565425211571, -16.399583391970406], [34.865029081217685, -16.399583391970406], [34.865029081217685, -16.408576608029595], [34.85565425211571, -16.408576608029595]]","POLYGON ((34.85565425211571 -16.399583391970406, 34.865029081217685 -16.399583391970406, 34.865029081217685 -16.408576608029595, 34.85565425211571 -16.408576608029595, 34.85565425211571 -16.399583391970406))",1729
MLW1063,461,Mchinji,2,-13.9537766666667,33.021465,2017-01-02,30,0,1,2,1,2,4,3,3,0,3,4,3,2,5,2,1.6,MLW,7,"[[33.0168316649441, -13.949280058637106], [33.0260983350559, -13.949280058637106], [33.0260983350559, -13.958273274696294], [33.0168316649441, -13.958273274696294]]","POLYGON ((33.0168316649441 -13.949280058637106, 33.0260983350559 -13.949280058637106, 33.0260983350559 -13.958273274696294, 33.0168316649441 -13.958273274696294, 33.0168316649441 -13.949280058637106))",654
MLW1064,461,Mchinji,2,-13.9537766666667,33.021465,2017-01-02,39,0,1,2,1,2,4,2,0,0,3,3,1,3,7,1,0.0,MLW,7,"[[33.0168316649441, -13.949280058637106], [33.0260983350559, -13.949280058637106], [33.0260983350559, -13.958273274696294], [33.0168316649441, -13.958273274696294]]","POLYGON ((33.0168316649441 -13.949280058637106, 33.0260983350559 -13.949280058637106, 33.0260983350559 -13.958273274696294, 33.0168316649441 -13.958273274696294, 33.0168316649441 -13.949280058637106))",654
