respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW0973,462,Chikwawa,2,-16.1475983333333,34.6815583333333,2017-01-01,24,0,1,4,1,2,4,1,2,2,3,2,4,3,7,2,1.8,MLW,7,"[[34.67687704103934, -16.143101725303705], [34.68623962562726, -16.143101725303705], [34.68623962562726, -16.152094941362893], [34.67687704103934, -16.152094941362893]]","POLYGON ((34.67687704103934 -16.143101725303705, 34.68623962562726 -16.143101725303705, 34.68623962562726 -16.152094941362893, 34.67687704103934 -16.152094941362893, 34.67687704103934 -16.143101725303705))",463
MLW0974,462,Chikwawa,2,-16.1475983333333,34.6815583333333,2017-01-01,32,0,1,4,1,1,1,9,3,3,3,4,1,9,5,2,3.2,MLW,7,"[[34.67687704103934, -16.143101725303705], [34.68623962562726, -16.143101725303705], [34.68623962562726, -16.152094941362893], [34.67687704103934, -16.152094941362893]]","POLYGON ((34.67687704103934 -16.143101725303705, 34.68623962562726 -16.143101725303705, 34.68623962562726 -16.152094941362893, 34.67687704103934 -16.152094941362893, 34.67687704103934 -16.143101725303705))",463
MLW0975,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,999,0,1,4,1,1,1,1,3,2,2,1,9,1,7,2,2.4,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0976,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,25,0,1,4,2,2,5,2,0,0,3,4,4,1,7,2,0.8,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0977,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,26,0,1,4,1,1,2,2,3,0,2,1,2,1,5,2,1.6,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0978,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,37,0,1,4,1,1,1,1,3,3,3,3,1,1,5,2,3.2,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0979,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,35,0,1,4,1,1,1,1,1,0,3,1,1,1,7,1,0.4,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0980,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,41,0,1,4,1,1,1,1,2,0,3,1,4,1,5,1,1.0,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0981,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,19,0,1,4,1,2,4,1,1,0,2,1,1,2,7,2,1.0,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0982,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,24,0,1,4,1,2,2,2,2,2,3,1,4,3,7,1,2.0,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0983,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,29,0,1,4,1,1,4,3,2,1,3,1,1,1,5,2,1.6,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW0984,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,21,0,1,4,2,1,2,2,3,2,3,1,1,1,5,2,2.6,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW0985,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,54,0,1,4,1,4,1,4,3,4,1,3,1,1,5,1,2.0,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW0986,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,22,0,5,6,1,2,4,1,1,3,1,3,2,9,5,1,1.4,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW0987,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,25,0,1,4,1,1,3,3,2,0,3,1,1,3,5,2,1.4,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW0988,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,27,0,1,4,1,4,1,1,3,0,1,4,1,2,4,1,1.4,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0989,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,21,0,5,6,1,1,3,1,3,0,1,1,9,1,7,2,2.2,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW0990,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,21,0,1,4,1,2,4,1,3,0,3,4,1,1,5,1,1.2,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW0991,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,21,1,5,6,1,1,4,1,0,0,3,1,1,3,5,2,1.2,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW0992,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,32,1,5,6,1,1,2,1,1,0,3,2,1,1,5,1,1.6,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW0993,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,25,0,1,4,1,1,1,1,0,0,2,1,2,1,4,1,0.6,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0994,462,Neno,2,-15.493565,34.644915,2017-01-02,18,0,2,3,1,1,1,4,1,0,3,1,1,1,7,1,1.2,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW0995,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,40,0,1,4,1,1,1,1,0,0,3,3,1,1,7,2,0.0,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0996,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,70,1,5,6,1,1,1,1,3,0,3,3,1,1,7,2,1.4,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW0997,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,49,1,5,6,9,1,1,3,1,2,2,2,4,2,4,1,1.0,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW0998,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,26,0,1,4,1,1,1,1,2,0,2,3,1,1,5,1,1.6,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW0999,462,Mulanje,2,-16.063485,35.609545,2017-01-02,18,1,1,5,1,1,2,2,0,0,3,1,1,1,7,2,0.6,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1000,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,35,0,1,4,1,1,2,4,3,0,3,4,3,3,5,1,2.0,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW1001,462,Mulanje,2,-16.063485,35.609545,2017-01-02,31,1,1,5,2,2,2,3,0,1,3,4,3,1,7,1,0.4,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1002,460,Karonga,2,-10.0407433333333,33.8258116666667,2017-01-02,59,0,1,4,1,1,1,1,2,0,3,1,1,1,5,2,1.2,MLW,7,"[[33.82124511746955, -10.036246725303705], [33.83037821586385, -10.036246725303705], [33.83037821586385, -10.045239941362894], [33.82124511746955, -10.045239941362894]]","POLYGON ((33.82124511746955 -10.036246725303705, 33.83037821586385 -10.036246725303705, 33.83037821586385 -10.045239941362894, 33.82124511746955 -10.045239941362894, 33.82124511746955 -10.036246725303705))",46
MLW1003,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,23,1,1,4,1,5,1,3,2,0,3,2,2,1,7,2,1.6,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1004,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,31,1,1,4,1,1,1,1,2,2,2,1,1,1,4,2,2.0,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1005,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,45,1,1,4,1,2,2,1,3,2,3,2,1,3,2,1,2.2,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1006,462,Mulanje,2,-16.063485,35.609545,2017-01-02,43,1,1,5,1,1,4,1,3,3,3,2,1,1,7,1,2.6,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1007,462,Mulanje,2,-16.063485,35.609545,2017-01-02,39,1,1,5,1,1,1,1,3,0,2,1,1,1,5,2,1.4,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1008,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,22,0,5,6,1,1,1,1,2,3,3,3,1,2,5,1,2.2,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1009,462,Chikwawa,2,-16.54276,34.894815,2017-01-02,49,0,1,4,1,2,4,2,3,2,3,1,1,2,2,2,1.6,MLW,7,"[[34.890124229273255, -16.538263391970407], [34.89950577072675, -16.538263391970407], [34.89950577072675, -16.547256608029596], [34.890124229273255, -16.547256608029596]]","POLYGON ((34.890124229273255 -16.538263391970407, 34.89950577072675 -16.538263391970407, 34.89950577072675 -16.547256608029596, 34.890124229273255 -16.547256608029596, 34.890124229273255 -16.538263391970407))",525
MLW1010,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,68,0,1,4,1,2,5,2,2,1,3,1,1,3,5,1,2.2,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW1011,460,Mzuzu City,1,-11.39561,33.9902266666667,2017-01-02,22,1,1,4,1,2,2,9,3,0,3,4,1,1,3,2,1.6,MLW,7,"[[33.985639631271944, -11.391113391970405], [33.99481370206146, -11.391113391970405], [33.99481370206146, -11.400106608029594], [33.985639631271944, -11.400106608029594]]","POLYGON ((33.985639631271944 -11.391113391970405, 33.99481370206146 -11.391113391970405, 33.99481370206146 -11.400106608029594, 33.985639631271944 -11.400106608029594, 33.985639631271944 -11.391113391970405))",1881
MLW1012,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,39,0,5,6,1,1,2,1,0,0,3,3,1,1,5,1,1.0,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1013,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,68,0,1,4,1,1,4,1,0,0,3,1,1,1,7,2,1.8,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1014,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,23,1,5,6,1,2,9,1,0,0,3,3,1,2,5,2,0.4,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW1015,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,32,0,1,4,1,1,2,1,0,1,3,1,1,1,4,1,1.4,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1016,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,44,0,1,4,1,1,1,1,2,0,3,0,1,1,5,1,1.0,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1017,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,32,1,5,6,1,1,4,1,0,0,3,1,3,1,5,1,1.6,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW1018,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,24,0,1,4,1,1,2,2,3,1,3,1,1,1,5,1,2.4,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW1019,462,Mulanje,2,-16.063485,35.609545,2017-01-02,24,1,1,5,1,1,2,9,1,2,3,9,1,1,5,2,,MLW,7,"[[35.604865691620255, -16.058988391970406], [35.61422430837974, -16.058988391970406], [35.61422430837974, -16.067981608029594], [35.604865691620255, -16.067981608029594]]","POLYGON ((35.604865691620255 -16.058988391970406, 35.61422430837974 -16.058988391970406, 35.61422430837974 -16.067981608029594, 35.604865691620255 -16.067981608029594, 35.604865691620255 -16.058988391970406))",354
MLW1020,461,Kasungu,460,-13.4320066666667,33.3897133333333,2017-01-02,20,1,5,6,1,1,2,1,0,0,3,3,1,1,5,2,0.8,MLW,7,"[[33.3850902671868, -13.427510058637106], [33.3943363994798, -13.427510058637106], [33.3943363994798, -13.436503274696294], [33.3850902671868, -13.436503274696294]]","POLYGON ((33.3850902671868 -13.427510058637106, 33.3943363994798 -13.427510058637106, 33.3943363994798 -13.436503274696294, 33.3850902671868 -13.436503274696294, 33.3850902671868 -13.427510058637106))",1187
MLW1021,461,Mchinji,2,-13.82922,32.9651716666667,2017-01-02,35,0,1,4,1,1,4,9,4,3,3,0,1,1,5,1,3.2,MLW,7,"[[32.96054082205242, -13.824723391970405], [32.969802511280974, -13.824723391970405], [32.969802511280974, -13.833716608029594], [32.96054082205242, -13.833716608029594]]","POLYGON ((32.96054082205242 -13.824723391970405, 32.969802511280974 -13.824723391970405, 32.969802511280974 -13.833716608029594, 32.96054082205242 -13.833716608029594, 32.96054082205242 -13.824723391970405))",44
MLW1022,462,Neno,2,-15.493565,34.644915,2017-01-02,45,0,2,3,1,1,1,1,3,0,3,2,1,2,5,1,1.4,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
MLW1023,462,Machinga,2,-15.0875416666667,35.26294,2017-01-02,24,0,5,6,1,1,4,1,2,0,3,3,1,1,7,1,1.8,MLW,7,"[[35.25828285675877, -15.083045058637106], [35.26759714324123, -15.083045058637106], [35.26759714324123, -15.092038274696295], [35.25828285675877, -15.092038274696295]]","POLYGON ((35.25828285675877 -15.083045058637106, 35.26759714324123 -15.083045058637106, 35.26759714324123 -15.092038274696295, 35.25828285675877 -15.092038274696295, 35.25828285675877 -15.083045058637106))",106
MLW1024,461,Lilongwe,2,-13.6879583333333,33.7303983333333,2017-01-02,39,0,1,4,1,2,4,2,3,0,2,3,1,3,5,1,2.4,MLW,7,"[[33.72577028347678, -13.683461725303706], [33.73502638318982, -13.683461725303706], [33.73502638318982, -13.692454941362895], [33.72577028347678, -13.692454941362895]]","POLYGON ((33.72577028347678 -13.683461725303706, 33.73502638318982 -13.683461725303706, 33.73502638318982 -13.692454941362895, 33.72577028347678 -13.692454941362895, 33.72577028347678 -13.683461725303706))",591
MLW1025,462,Neno,2,-15.493565,34.644915,2017-01-02,32,0,2,3,1,2,4,2,2,0,3,2,2,2,4,2,0.8,MLW,7,"[[34.64024882533508, -15.489068391970406], [34.64958117466492, -15.489068391970406], [34.64958117466492, -15.498061608029595], [34.64024882533508, -15.498061608029595]]","POLYGON ((34.64024882533508 -15.489068391970406, 34.64958117466492 -15.489068391970406, 34.64958117466492 -15.498061608029595, 34.64024882533508 -15.498061608029595, 34.64024882533508 -15.489068391970406))",314
